2,2899;0,45148;0;1,9976;-0,79541;-4,2915
1,9729;0;1,3275;2,7013;1,3503;-2,3252
1,9981;2,4966;0,83256;0;-3,3117;1,1373
2,4841;0,8638;0;2;-0,99653;-2,8754
1,9605;0;0,15659;2,0567;0,24031;-3,8929
0;0,59813;2,3263;1,9903;3,0649;0,71291
0;1,967;2,6214;1,0131;1,652;3,6765
0,54434;2,3699;1,9995;0;-1,1092;4,8018
2,0825;1,9679;0;0,18408;-4,0168;-0,29365
2,8206;1,6905;0;1,4944;-4,0378;-3,4964
0;1,0018;2,6301;1,9553;4,0823;1,8528
2,8263;1,5104;0;1,6146;-4,4879;-4,8395
2,8244;1,5396;0;1,6782;-3,3231;-3,6806
1,4351;0;1,759;2,8065;3,8625;-3,0349
2,212;0,3709;0;1,9854;-0,5569;-3,7824
1,8632;0;1,3714;2,7727;2,2037;-3,2232
1,3595;0;1,8533;2,417;1,1843;-0,70085
0,95357;0;1,1774;1,6799;0,6901;-0,50555
0;1,9997;2,4415;0,72101;1,0611;3,5821
1,6918;2,8147;1,4262;0;-4,9352;4,0658
1,9838;0;1,123;2,6308;1,3326;-2,781
1,9923;2,1864;0,28776;0;-4,8679;0,58048
1,3232;2,4937;1,9376;0;-0,74535;1,3891
1,2949;0;1,1856;1,9027;0,62743;-0,72065
1,5448;2,8148;1,7844;0;-2,3629;2,8362
1,9855;2,1197;0,1977;0;-4,9876;0,40825
2,5042;1,2818;0;1,9562;-0,76067;-1,4907
0;1,9919;2,4912;0,75558;1,3715;4,2312
2,8256;1,6474;0;1,5297;-4,1126;-3,774
1,7736;2,0596;0,68725;0;-1,4759;0,38522
0;1,8621;2,7578;1,2907;2,4364;3,7808
1,4953;0;1,7127;2,8186;3,7851;-3,2234
1,9217;0;1,0632;2,6742;2,275;-4,5247
2,047;0,93719;0;1,6509;-0,47354;-1,1287
0;1,9363;2,6597;1,0478;2,0724;4,2599
1,9668;1,9193;0;0,084702;-3,2084;-0,10275
0;1,6554;2,8273;1,5817;3,2799;3,4633
1,5673;0;1,6341;2,8275;3,8016;-3,6198
1,673;2,8195;1,4595;0;-4,7353;4,0533
2,6127;1,0153;0;1,9745;-1,5339;-3,4565
1,7313;0;0,2334;1,8306;0,14379;-1,7149
1,9701;2,5736;0,87781;0;-4,5097;1,7697
2,304;0,4614;0;1,999;-0,86349;-4,5096
2,1676;0,38537;0;1,9586;-0,42694;-2,9402
2,7621;1,4258;0;1,9175;-1,6854;-2,5022
0;0,0025173;1,8432;1,8419;2,5318;0,0023024
2,116;0,35125;0;1,9347;-0,34659;-2,6749
1,9035;0;0,36764;2,0811;0,31079;-2,34
1,812;2,7968;1,4359;0;-3,3085;2,4868
2,168;0,39301;0;1,9568;-0,42608;-2,8864
0;1,8032;2,7908;1,3819;2,7789;3,816
1,9947;2,4074;0,76491;0;-2,7378;0,81467
1,9703;2,0606;0,1394;0;-4,4222;0,24906
1,5705;0,060809;0;1,5453;-0,03284;-1,408
0;1,5705;2,036;1,0584;0,52928;0,98639
1,9858;0;0,82246;2,53;1,4852;-4,1634
0;1,2409;2,7424;1,8753;3,97;2,4302
2,7985;1,7929;0;1,42;-3,6165;-2,7319
2,4255;1,9999;0;0,71982;-3,3197;-0,96453
1,6211;0;1,5832;2,8281;3,6404;-3,7428
0;1,9831;2,1507;0,26101;0,45308;4,2962
1,925;1,9162;0;0,015138;-3,4163;-0,019794
0,11964;0;0,18451;0,29006;0,12564;-0,079522
2,1138;0,21603;0;1,9764;-0,36552;-4,214
0,00068099;0,72386;0,72345;0;-0,00037618;0,53036
0,36423;0;1,9947;2,2346;4,5315;-0,67897
1,9996;2,6652;1,4055;0;-1,7628;1,0303
0;1,9531;2,6338;1,007;1,88;4,108
2,5906;1,9941;0;1,065;-2,6974;-1,1933
2,7921;1,4765;0;1,8569;-2,0232;-2,721
2,7182;1,157;0;1,8865;-2,5496;-4,5013
1,5057;2,8245;1,6464;0;-4,0138;4,4471
1,4747;0;1,7248;2,8155;3,8612;-3,2091
0,46966;0;1,9126;2,1359;2,2403;-0,3807
1,9487;2,6236;0,96141;0;-4,6256;2,0448
2,8273;1,8122;0;1,7554;-1,8173;-1,7354
2,4617;1,9928;0;0,68762;-4,6733;-1,3881
1,9466;2,665;1,0948;0;-3,6807;1,837
1,3236;2,7656;1,8581;0;-2,3815;3,5915
0;1,9434;2,6487;1,029;1,9968;4,2155
0;1,7755;2,3291;1,3184;0,6648;1,0982
0,51301;2,0796;1,8539;0;-0,34446;1,8663
1,9921;2,2022;0,3182;0;-4,589;0,59986
0,12168;0;1,956;2,0309;3,9275;-0,18852
1,9304;0;1,0548;2,666;2,1526;-4,362
1,7707;2,7952;1,3651;0;-4,4407;3,2851
0;1,9469;2,6453;1,027;1,9457;4,136
1,8811;2,776;1,4231;0;-2,7923;1,9496
1,9906;2,2609;0,44511;0;-3,6962;0,65449
0,59996;2,3727;1,9996;0;-0,93021;3,8001
1,8482;0;1,478;2,7946;2,082;-2,7746
0,96459;2,3786;1,9488;0;-0,65172;1,7961
2,3931;0,58153;0;1,9987;-1,1674;-4,7202
1,8552;2,7432;1,2085;0;-4,6553;2,837
1,4291;0;1,7078;2,813;4,624;-3,7698
2,6764;1,323;0;1,9894;-1,1944;-2,1274
0;0,64688;2,3776;1,998;3,3212;0,85683
0;1,5626;2,8284;1,5753;4,5347;4,493
0;1,588;2,8178;1,7929;2,5579;2,1843
0;1,0388;2,6267;1,969;3,4797;1,5942
0,039287;0;1,9148;1,9371;3,2954;-0,049191
0,44733;0;0,13517;0,54724;0,082282;-0,30721
0,98159;2,6278;1,951;0;-1,9599;4,3684
2,1059;1,9723;0;0,21408;-4,0302;-0,34333
0;0,83941;2,554;1,9747;4,6166;1,7242
0;0,9391;2,6195;1,9451;4,9802;2,1682
2,7761;1,3036;0;1,8106;-3,056;-4,474
0,99947;2,5931;1,984;0;-1,3951;3,2577
0;1,534;2,8192;1,7385;3,2217;2,7643
1,601;2,8211;1,7731;0;-2,2702;2,5905
0,64246;0;1,9992;2,4156;4,152;-1,1164
0;1,8195;2,7955;1,4381;2,4121;3,2252
2,8005;1,3833;0;1,7555;-3,3902;-4,4659
0,18334;0;1,9093;2,0052;2,7751;-0,18737
1,9937;2,297;0,50307;0;-3,6101;0,72348
0,90371;2,5875;1,9658;0;-1,8174;4,4754
2,09;0,18173;0;1,9736;-0,31413;-4,2956
1,9786;0;0,20064;2,1089;0,36128;-4,4422
2,8236;1,4913;0;1,6488;-4,1241;-4,6246
0;1,2532;2,7642;1,8196;4,896;3,1944
1,9538;0;0,93208;2,6094;2,0064;-4,705
2,699;1,2002;0;1,9388;-1,7818;-3,2362
0,92938;2,5789;1,9789;0;-1,5364;3,7905
2,7809;1,8099;0;1,3304;-4,2027;-2,9298
1,5229;0;1,6304;2,8261;4,4145;-4,0823
0;1,924;2,7142;1,2227;1,9071;3,3385
0,52783;0;1,9663;2,2426;2,6943;-0,53345
1,6331;0;0,096076;1,6732;0,055216;-1,566
0;1,0259;2,6374;1,9553;3,9132;1,8149
2,7832;1,8531;0;1,414;-3,0729;-2,1895
2,8277;1,5676;0;1,6283;-3,6869;-3,8544
1,9899;0;0,3197;2,1971;0,56941;-4,3749
2,176;0,34788;0;1,9734;-0,46117;-3,418
1,8761;0;1,2455;2,743;2,4053;-3,919
0;0,39232;2,2608;1,9976;4,7388;0,77324
0;1,9833;2,5458;1,2636;0,8277;1,656
0;1,9253;2,6556;1,0069;2,3758;4,9845
0,99696;2,6082;1,9736;0;-1,5646;3,5791
2,4562;1,9996;0;0,75677;-3,434;-1,0645
1,9417;2,659;1,0595;0;-4,0318;1,9663
2,4856;0,76034;0;1,9944;-1,2903;-3,9999
2,371;1,9984;0;0,62347;-3,4666;-0,8672
0;1,8306;2,4182;1,4098;0,7151;1,1212
1,2788;0;1,8686;2,753;3,7778;-2,3968
1,5258;0;1,6101;2,827;4,6507;-4,3751
1,998;0;0,82839;2,4957;1,1424;-3,3396
1,0132;2,0776;1,6461;0;-0,50921;1,0878
0;1,2511;2,7525;1,8544;4,2373;2,67
2,3362;2;0;0,50212;-4,6326;-0,97506
1,0178;2,6434;1,9458;0;-1,9801;4,2372
1,1433;2,7034;1,9088;0;-2,259;4,1367
2,6497;1,9424;0;1,0297;-4,2395;-2,0124
0;0,9027;2,4777;1,9986;2,5668;0,91202
0;1,7879;2,7912;1,3627;3,0593;4,2042
1,6323;0;1,4885;2,8244;4,4424;-4,9303
1,8081;0;0,69749;2,1006;0,40443;-1,5504
1,144;0;1,897;2,7098;4,3874;-2,4303
0;1,999;2,4317;0,67806;1,1216;3,9669
2,6045;1,9141;0;1,6635;-1,0893;-0,84244
0,83504;2,4876;1,9994;0;-1,0729;3,1509
2,1013;0,96435;0;1,6976;-0,49194;-1,1772
1,4879;2,8214;1,6748;0;-3,7607;4,3113
1,9699;2,5773;0,88797;0;-4,4334;1,7582
2,8202;1,4958;0;1,6956;-3,4222;-3,9642
0;1,933;2,1068;0,33604;0,33344;2,6898
0,68476;2,4218;1,9999;0;-1,0266;3,656
0;1,9977;2,2839;0,43772;0,79435;4,4045
0,80788;0;1,9752;2,5418;4,8762;-1,7586
2,1799;1,9292;0;0,52058;-2,2861;-0,43354
1,1263;2,1672;1,6895;0;-0,56631;1,0873
0;1,9998;2,5264;1,0094;0,96805;2,413
2,3552;0,83687;0;1,9625;-0,64378;-2,062
0;1,2532;2,7425;1,8815;3,7757;2,3179
0;1,9923;2,3084;0,54028;0,71648;3,3652
2,7878;1,8153;0;1,3811;-3,6778;-2,6482
0;1,8129;2,8117;1,5548;2,1435;2,6163
1,9962;2,2716;0,42681;0;-4,2676;0,74498
0;0,79713;2,4689;1,9998;3,2266;1,0465
0,79875;0;1,9898;2,5128;4,0869;-1,4028
1,7614;0;1,3665;2,7972;3,4143;-4,5748
1,8362;0,22087;0;1,7416;-0,13878;-1,7565
1,9693;0;0,22312;2,106;0,33947;-3,856
1,572;0;1,9905;2,6645;1,3599;-0,90944
0,025106;1,9663;1,9502;0;-0,043497;4,3174
2,765;1,8168;0;1,253;-4,961;-3,2448
1,0595;2,5091;1,9944;0;-0,86182;2,0884
1,9678;0;0,2583;2,1219;0,36585;-3,6282
1,7589;0,18784;0;1,6801;-0,11032;-1,6136
0;1,9297;2,6762;1,0895;2,0842;4,0968
1,6179;0;1,5354;2,8271;4,1396;-4,3956
1,9967;2,6013;1,1296;0;-2,4266;1,128
1,081;0;0,57823;1,3852;0,3028;-0,70198
1,2972;0;1,8374;2,7672;4,0935;-2,7147
0;1,2924;2,605;1,9987;1,8149;0,94532
0;1,5207;2,806;1,8224;2,7301;2,1633
1,9361;2,6711;1,0876;0;-3,9619;1,9949
0;1,0373;2,6693;1,9179;4,8964;2,4199
