0,47654;0;0,97585;1,2384;0,64186;-0,25395
1,0401;0;1,964;2,6328;3,5991;-1,6658
1,9963;1,9524;0;0,069927;-4,1054;-0,11413
2,7991;1,7515;0;1,3674;-4,7336;-3,5642
2,8242;1,6376;0;1,4906;-4,8079;-4,3217
1,5411;2,7649;1,9555;0;-1,3548;1,9218
0;1,2703;2,7437;1,8873;3,5712;2,2077
0;1,8571;2,8238;1,7454;1,5901;1,7437
2,2895;0,45709;0;1,997;-0,77764;-4,1662
1,405;2,7884;1,8283;0;-2,4343;3,3614
2,6913;1,9782;0;1,3135;-2,3001;-1,3089
0;1,4663;2,8132;1,7366;3,8153;3,1225
2,6301;1,9835;0;1,1187;-2,8022;-1,3386
1,9893;2,4714;0,69;0;-4,9939;1,508
1,692;2,8153;1,4332;0;-4,8228;3,9923
2,7714;1,9829;0;1,6694;-1,5242;-1,1524
2,8271;1,6054;0;1,5231;-4,7667;-4,4912
2,1429;1,8719;0;0,6182;-1,8271;-0,40964
2,8262;1,6337;0;1,5267;-4,3179;-3,9943
1,7484;2,297;1,2984;0;-1,0751;0,65237
1,447;1,7335;0,6492;0;-1,0121;0,32463
0;0,031033;1,9764;1,9562;4,5357;0,05702
0;1,7729;2,796;1,3741;3,1994;4,3046
0;0,25976;2,1665;1,9906;4,927;0,53053
1,9431;2,0676;0,22293;0;-3,1613;0,26682
0;1,5109;2,8115;1,7824;3,0551;2,4872
0;1,5585;2,8243;1,697;3,3444;3,0174
2,5242;0,7824;0;1,9806;-1,6571;-4,7882
0;1,946;2,6422;1,0142;1,9844;4,2608
2,1176;1,6097;0;1,1599;-0,98599;-0,58003
1,6043;2,7871;1,9362;0;-1,4129;1,8658
1,7189;2,8117;1,4297;0;-4,4469;3,5952
0;1,2113;2,7492;1,8402;4,9621;3,076
1,8056;2,7869;1,3604;0;-3,9778;2,8455
2,7444;1,3215;0;1,9096;-1,8891;-3,0105
1,6655;2,8277;1,6064;0;-3,169;3,0328
1,9801;0;1,2532;2,673;1,3174;-2,4414
0;1,878;2,7246;1,1676;2,6445;4,5868
2,2317;1,994;0;0,36335;-4,4533;-0,66336
1,7204;0;1,4169;2,8101;3,6733;-4,5906
0;1,4647;2,7199;1,9854;1,8762;1,1935
0;1,4752;2,82;1,6804;4,4023;3,7888
1,8545;1,8652;0,021214;0;-2,5976;0,019992
0;1,9871;2,6347;1,157;1,2741;2,6006
2,1962;1,9884;0;0,32516;-4,2239;-0,55553
1,9999;0;0,59978;2,377;0,95954;-3,8995
0;1,4706;2,8184;1,6937;4,2821;3,6361
0;1,7706;2,8152;1,5303;2,514;3,015
0;1,3944;2,7096;1,98;2,08;1,2607
1,9815;2,1021;0,1801;0;-4,8088;0,35596
1,4273;2,8004;1,7882;0;-2,7511;3,6078
0;0,14325;2,0701;1,9753;4,6811;0,27386
2,2802;1,9737;0;0,58414;-2,6838;-0,59136
2,5951;0,99449;0;1,9819;-1,4327;-3,3444
2,7228;1,9094;0;1,2241;-3,5491;-2,0656
1,7694;2,8279;1,7265;0;-2,0313;1,9636
0;1,2375;1,5232;0,59073;0,30007;0,82871
1,3101;0;1,7974;2,7806;4,6364;-3,2199
2,8172;1,836;0;1,6409;-2,1459;-1,8379
0,83668;2,2305;1,8742;0;-0,50698;1,6218
1,6328;2,8284;1,6183;0;-3,2885;3,2535
1,9103;2,1137;0,42386;0;-2,2972;0,3522
0;1,8338;2,8121;1,5888;1,9457;2,3581
1,8375;2,7507;1,2145;0;-4,9841;3,1049
0;1,8807;2,7335;1,2111;2,4528;4,1238
0;1,9548;2,6438;1,0459;1,794;3,7972
2,2219;0,33773;0;1,995;-0,66981;-4,7833
1,6707;2,8284;1,6646;0;-2,7064;2,6941
2;0;0,71193;2,4277;0,99503;-3,4393
0;1,8083;2,8246;1,6963;1,8614;2,0349
0,96465;2,6321;1,9397;0;-2,2121;4,9209
1,4571;2,8204;1,6602;0;-4,3042;4,9887
0,1087;0;1,9215;1,982;3,1632;-0,12968
2,8253;1,5042;0;1,6301;-4,2935;-4,7044
0,92219;0;2;2,5027;2,6845;-0,98933
1,6877;2,8252;1,5651;0;-3,3603;3,0684
1,899;0;0,43088;2,1019;0,34227;-2,2055
2,7669;1,8204;0;1,2685;-4,6917;-3,0942
0;1,6879;2,8212;1,4994;3,492;4,0107
1,093;2,2656;1,8128;0;-0,57688;1,283
2,7337;1,2387;0;1,8942;-2,2068;-3,685
2,8046;1,6046;0;1,8813;-1,6747;-2,0937
1,9491;2,002;0,086311;0;-3,895;0,13229
1,9971;1,9465;0;0,083043;-3,834;-0,12488
2,5675;0,98996;0;1,9939;-1,2178;-2,9533
0;0,65245;2,4131;1,9997;3,9233;1,0603
1,975;2,5742;0,8984;0;-4,1418;1,6423
1,6231;0;1,5644;2,8277;3,7794;-3,9453
1,7349;0,98977;0;1,2235;-0,52078;-0,71522
0;1,9501;2,6341;0,99933;1,9421;4,2535
2,3144;0,83326;0;1,9385;-0,58562;-1,898
1,9994;0;1,1844;2,6017;1,0469;-2,1746
1,9154;2,6869;1,0949;0;-4,3988;2,2898
0,15949;1,9698;1,8889;0;-0,15179;2,6145
0;1,8185;2,7673;1,2673;3,1315;4,7439
1,9955;2,6451;1,4689;0;-1,517;0,92331
1,9878;2,5322;0,84029;0;-3,9348;1,4222
2,1361;1,9133;0;0,46807;-2,2477;-0,38076
2,5466;0,86328;0;1,9846;-1,4767;-3,9513
1,5108;2,8163;1,7466;0;-2,795;3,334
