0,73104;0;1,9858;2,4952;4,9039;-1,576
0;1,7253;2,8215;1,8633;1,7859;1,5942
0;0,9634;2,5959;1,9748;3,7302;1,5762
0,031398;0;1,9178;1,9359;3,3819;-0,04056
1,3017;2,2887;1,7366;0;-0,65285;1,0598
1,2234;0;1,8997;2,7275;3,7041;-2,1784
1,7737;0;1,5549;2,8171;2,4078;-2,8436
1,571;0;1,5627;2,8284;4,5648;-4,5921
1,9272;0;0,22017;2,0452;0,23845;-2,9098
0,47938;2,3242;1,9999;0;-0,96331;4,7791
0,85841;0;1,9986;2,5027;3,1592;-1,1122
1,458;0;1,6848;2,8183;4,575;-3,8766
2,6204;1,9517;0;0,96007;-4,5287;-1,9897
0,82538;0;1,9908;2,5199;3,8554;-1,3579
1,7694;2,8112;1,4904;0;-3,2984;2,6742
1,9998;0;0,54927;2,3529;0,94011;-4,148
1,8783;0;1,1533;2,721;2,6966;-4,7323
2,7433;1,306;0;1,9051;-1,955;-3,1371
0;0,92289;2,6045;1,9558;4,7114;1,9848
0,98239;0,63358;0;0,51191;-0,39328;-0,30219
1,9921;0;0,4396;2,2628;0,67175;-3,8174
1,9565;0,0040443;0;1,9539;-0,0076414;-4,6442
1,6329;0;1,5487;2,827;3,795;-4,0357
2,6592;1,9317;0;1,034;-4,51;-2,1821
1,7858;2,8008;1,4265;0;-3,6402;2,7798
2,6462;1,0011;0;1,936;-2,1876;-4,6829
0,32554;0;1,9561;2,136;3,0738;-0,37886
0,041864;1,8688;1,8481;0;-0,037786;2,5026
2,6103;1,9994;0;1,213;-2,1158;-1,0452
1,9405;2,6429;1,0019;0;-4,5313;2,1044
0;1,1204;2,6919;1,9184;4,115;2,1798
0;1,8248;2,7766;1,3284;2,7468;3,9997
1,7585;0;1,1977;2,2597;0,60781;-1,1389
1,8352;2,7936;1,4503;0;-3,0176;2,2451
1,7229;0;1,6137;2,8256;2,5555;-2,7755
0;1,9973;2,483;0,7841;1,1792;3,6096
